ISBN/ISSN,Title,Author,Copy Count
2212119739,TABLEAUX DE BORD DE LA SÉCURITÉ RÉSEAUX,"LIORENS, CÉDRIC",1
9789961006962,TECHNIQUES DE COMPRESSION D'IMAGES,"AOUED,BOUKELIF",2
9782100828661,TECHNIQUES DE PRISE DE SON,"CAPLAIN, ROBERT",3
9782100821945,TECHNOLOGIE DES INSTALLATIONS FRIGORIFIQUES,"RAPIN, PIERRE",3
9782100547760,TECHNOLOGIE DES ORDINATEURS ET DES RÉSEAUX,PIERRE-ALAIN GOUPILLE,0
9782100818068,TECHNOLOGIES DES VOITURES ÉLECTRIQUES,ANTHONY JUTON,2
9781999579500,THE HUNDRED-PAGE MACHINE LEARNING BOOK,"BUKOV, ANDRIY",2
9780367581565,THE ROUTLEDGE HANDBOOK OF THE ENGLISH WRITING SYSTEM,COOK VIVIAN,2
2704200041,THEORIE ET APPLICATIONS DU CALCUL DIFFERENTIEL ET INTEGRAL,AYRES JR FRANK,1
9789961014363,THEORIE ET PRATIQUE DES FONCTIONS D'UNE VARIABLE COMPLEXE : APPLICATION A LA PHYSIQUE DE LA TERRE AU GÉNIE PÉTROLIER,K.BADDARI,70
9973371011,THERMODYNAMIQUE GÉNÉRALE ET APPLICATIONS : A L'USAGE DES ÉTUDIANTS DE MAITRISE DE PHYSIQUE ET DES ELÈVES INGENIEURS,"EL GOLLI , SALEM",3
2710805820,THÉORIE DES PROBABILITÉS EN VUE DES APPLICATIONS STATISTIQUES,PHILIPPE TASSI,2
2746212471,THÉORIE DES GRAPHES ET APPLICATIONS,JEAN-CLAUDE FOURNIER,2
2704200025,THÉORIE ET APPLICATIONS DE L'ANALYSE,MURRAY R. SPIEGEL,2
77700089,TOPOLOGIE ALGÉBRIQUE,ARTIN EMIL,3
9782855577371,TOUS LES CONTRATS EN AGRICULTURE,LIONEL MANTEAU,3
9782100521241,TOUS LES EXERCICES AALGEBRE ET DE GEOMETRIE PC-PSI POUR ASSIMOLER LE PROGRAMME SENTRIANER,LAAMRI EL-HAJ,2
9782711740291,TOUT LE PROGRAMME DE MATHÉMATIQUE EN BCPTI 1 : AVEC 1000 EXERCICES ET PROBLÈMES,"CADET, FRÉDÉRIC",1
9789961019306,TOUT SUR R : ENSEMBLE DES NOMBRES REELS STRUCTURES ALGEBRIQUE ET TOPOLOGIQUE,HAZI MOHAMMED,130
9782100543113,TOUT-EN-UN MATHÉMATIQUES MPSI-PCSI,FRANÇOIS MOULIN,2
9782100747405,TOUTE L'ALGÈBRE DE LA LICENCE,JEAN-PIERRE ESCOFIER,2
2952603707,TOUTE LA RÉSISTANCE DES MATÉRIAUX,YOUDE XIONG,18
2729821678,TOUTES LES MATHÉMATIQUES,HERVÉ GUILLAUMIE,2
2729821708,TOUTES LES MATHÉMATIQUES,LUC VERSCHUEREN,2
2746202255,TRAITEMENT AUTOMATIQUE DES LANGUES POUR LA RECHERCHE D'INFORMATION,CHRISTIAN JACQUEMIN,0
9782100821662,TRANSFERTS THERMIQUES,JEAN TAINE,2
9781138200302,TRANSLATION IN THE WORKPLACE,MAEVE OLOHAN,2
2100045865,TRANSMISSIONS ET RÉSEAUX,PRÉSEN ; DOMINIQUE,2
2729807004,TRANSMISSIONS MÉCANIQUES DE PUISSANCE : APPLICATION AUX BOÎTES DE VITESSES AUTOMATIQUES,"ARQUÈS, PHILIPPE",1
9782744072871,UML 2,BENOÎT CHARROUX,0
9781493950263,UNDERSTANDING ANALYSIS,AXELER.SHELDON,6
2840741261,UNIX,JEAN-MARIE RIFFLET,2
2100066692,UNIX ADMINISTRATION ,JEAN-MICHEL MORENO,0
9782746220478,"UNIX, LINUX ET BSD",CHRISTIAN PÉLISSIER,0
9781498700764,WIRELESS MEDICAL SYSTEMS AND ALGORITHMS,PIETRO SALVO,3
9780367175900,"WRITING USING SOURCES FOR ACADEMIC PURPOSES : THEORY, RESEARCH AND PRACTICE",ROSEMARY WETTE,2
2100069349,XML,"TITTEL, ED",1
2729876561,ÉLÉMENT D'ANALYSE,"ALLAB, KADA",3
2040011277,ÉLÉMENTS D'ANALYSE 2,"DIEUDONNÉ, JEAN,",3
2040100822,ÉLÉMENTS D'ANALYSE 2,"DIEUDONNÉ, JEAN,",3
2040007342,ÉLÉMENTS D'ANALYSE 2,"DIEUDONNÉ, JEAN,",3
